Title,Year,Target Age >,IMDb,Netflix,Hulu,Prime Video,Disney+
Underground,2016,18.0,7.7,0,1,0,0
The Path,2016,18.0,7.3,0,1,0,0
Lodge 49,2018,16.0,7.5,0,1,0,0
King of the Hill,1997,7.0,7.3,0,1,0,0
Deadliest Catch,2005,7.0,7.8,0,1,0,0
Angie Tribeca,2016,16.0,7.0,0,1,0,0
Prodigal Son,2019,16.0,8.2,0,1,0,0
Single Parents,2018,7.0,7.0,0,1,0,0
S.W.A.T.,2017,16.0,7.0,0,1,0,0
Doc Martin,2004,7.0,8.3,0,1,0,0
Trust,2018,18.0,7.5,0,1,0,0
The Fairly OddParents,2001,0.0,7.2,0,1,0,0
The Glades,2010,16.0,7.5,0,1,0,0
Top Chef,2006,16.0,7.5,0,1,0,0
10 Things I Hate About You,2009,16.0,7.3,0,1,0,0
Teenage Mutant Ninja Turtles,2012,7.0,7.8,0,1,0,0
Hey Arnold!,1996,0.0,7.6,0,1,0,0
NOS4A2,2019,16.0,6.7,0,1,0,0
Baby Daddy,2012,16.0,7.3,0,1,0,0
Happy Days,1974,7.0,7.4,0,1,0,0
Murdoch Mysteries,2008,7.0,8.1,0,1,0,0
Brothers and Sisters,2006,16.0,7.3,0,1,0,0
Alone,2015,16.0,8.4,0,1,0,0
Twisted,2013,16.0,7.3,0,1,0,0
Making It,2018,7.0,7.9,0,1,0,0
Queen Sugar,2016,16.0,7.7,0,1,0,0
Miranda,2009,7.0,8.1,0,1,0,0
Mary Kills People,2017,18.0,7.5,0,1,0,0
Leah Remini: Scientology and the Aftermath,2016,16.0,9.1,0,1,0,0
America's Next Top Model,2003,7.0,5.5,0,1,1,0
I Am the Night,2019,7.0,7.0,0,1,0,0
Holey Moley,2019,7.0,6.7,0,1,0,0
Kamisama Kiss,2012,7.0,8.1,0,1,0,0
Rascal Does Not Dream of Bunny Girl Senpai,2018,16.0,8.0,0,1,0,0
"Sabrina, the Teenage Witch",1996,0.0,6.6,0,1,0,0
Airwolf,1984,7.0,6.7,0,1,0,0
Bleak House,2005,16.0,8.3,0,1,0,0
American Housewife,2016,7.0,7.3,0,1,0,0
Monster Musume: Everyday Life with Monster Girls,2017,18.0,6.7,0,1,0,0
Claws,2017,18.0,7.3,0,1,0,0
Metalocalypse,2006,18.0,8.2,0,1,0,0
Highschool of the Dead,2010,18.0,7.2,0,1,0,0
The Musketeers,2014,16.0,7.8,0,1,0,0
The Eric Andre Show,2012,18.0,8.6,0,1,0,0
Noragami,2014,16.0,7.9,0,1,0,0
My Teen Romantic Comedy SNAFU,2013,16.0,7.8,0,1,0,0
The First 48,2004,18.0,8.2,0,1,0,0
Sealab 2021,2000,16.0,7.9,0,1,0,0
Rugrats,1991,0.0,7.4,0,1,1,0
Atlantis,2013,7.0,6.6,0,1,0,0
Reprisal,2019,18.0,7.5,0,1,0,0
The Event,2010,16.0,7.0,0,1,0,0
Danny Phantom,2004,7.0,7.1,0,1,0,0
Life in Pieces,2015,7.0,8.0,0,1,0,0
X-Men: Evolution,2000,7.0,7.9,0,1,0,1
Cardinal,2017,16.0,7.7,0,1,0,0
Spiral,2005,7.0,8.5,0,1,1,0
Good Luck Charlie,2010,0.0,7.0,0,1,0,1
Overlord,2015,18.0,7.8,0,1,0,0
Pawn Stars,2009,7.0,7.2,0,1,0,0
American Gothic,1995,7.0,8.1,0,1,0,0
LEGO Masters,2020,7.0,7.2,0,1,0,0
Anthony Bourdain: No Reservations,2005,7.0,8.4,0,1,0,0
Dawson's Creek,1998,16.0,6.6,0,1,1,0
Taxi,1978,7.0,7.6,0,1,0,0
Bless This Mess,2019,7.0,6.7,0,1,0,0
Forged in Fire,2015,7.0,8.4,0,1,1,0
Schooled,2019,7.0,6.9,0,1,0,0
Assassination Classroom,2015,16.0,8.0,0,1,0,0
The Mick,2017,16.0,7.8,0,1,0,0
Yu-Gi-Oh! GX,2004,0.0,6.7,0,1,1,0
The League of Gentlemen,1999,18.0,8.4,0,1,1,0
Black Lagoon,2006,18.0,8.0,0,1,0,0
Silent Witness,1996,16.0,7.8,0,1,1,0
DARLING in the FRANXX,2018,16.0,7.3,0,1,0,0
Diabolik Lovers,2013,16.0,5.3,0,1,0,0
Numb3rs,2006,7.0,6.9,0,1,0,0
The Masked Singer,2019,7.0,6.3,0,1,0,0
Naked and Afraid,2013,16.0,6.6,0,1,0,0
Friday Night Dinner,2011,18.0,8.1,0,1,0,0
Fire Force,2019,7.0,7.7,0,1,0,0
Station 19,2018,16.0,6.5,0,1,0,0
The Future Diary,2011,18.0,7.6,0,1,0,0
Saved by the Bell,1989,0.0,7.0,0,1,0,0
Breakout Kings,2011,16.0,7.3,0,1,0,0
The Ultimate Fighter,2005,16.0,7.8,0,1,0,0
Ergo Proxy,2006,16.0,8.0,0,1,0,0
Saving Hope,2012,16.0,7.5,0,1,0,0
The Bold Type,2017,16.0,8.0,0,1,0,0
Pitch,2016,16.0,7.4,0,1,0,0
How the Universe Works,2010,7.0,9.0,0,1,1,0
Dragon Ball GT,1996,7.0,6.8,0,1,0,0
The Long Road Home,2017,18.0,7.5,0,1,0,0
Crayon Shin-chan,1992,7.0,7.9,0,1,0,0
Intervention,2005,16.0,7.9,0,1,0,0
The Outer Limits,1995,18.0,7.7,0,1,1,0
Outsourced,2010,16.0,7.5,0,1,0,0
60 Days In,2016,16.0,7.7,0,1,0,0
Into the Dark,2018,18.0,6.3,0,1,0,0
Clique,2017,7.0,7.0,0,1,0,0
The Son,2017,16.0,7.5,0,1,0,0
Songland,2019,7.0,7.7,0,1,0,0
Lincoln Rhyme: Hunt for the Bone Collector,2020,16.0,6.9,0,1,0,0
Saving Grace,2007,18.0,7.6,0,1,0,0
90 Day Fiancé,2014,16.0,6.3,0,1,0,0
"Beverly Hills, 90210",1990,7.0,6.3,0,1,0,0
Darker than Black,2007,16.0,7.7,0,1,1,0
MasterChef,2010,16.0,7.3,0,1,0,0
This Country,2017,16.0,8.5,0,1,0,0
Kitchen Nightmares,2007,16.0,7.4,0,1,0,0
90 Day Fiancé: Before the 90 Days,2017,16.0,6.7,0,1,0,0
Remington Steele,1982,7.0,7.2,0,1,0,0
Tyler Perry's If Loving You Is Wrong,2014,16.0,5.8,0,1,0,0
Highlander: The Series,1992,16.0,7.2,0,1,1,0
Lark Rise to Candleford,2008,7.0,8.1,0,1,0,0
Catfish: The TV Show,2012,16.0,7.1,0,1,0,0
Agatha Christie's Marple,2004,16.0,7.7,0,1,0,0
Monogatari,2009,16.0,8.0,0,1,0,0
Project Runway,2004,16.0,7.3,0,1,0,0
The First,2018,18.0,6.7,0,1,0,0
9-1-1: Lone Star,2020,16.0,6.4,0,1,0,0
Sense and Sensibility,2008,16.0,8.0,0,1,1,0
Homicide Hunter: Lt Joe Kenda,2011,16.0,8.8,0,1,0,0
Seraph of the End,2015,16.0,7.5,0,1,0,0
Gangland Undercover,2015,16.0,8.2,0,1,0,0
Party of Five,1994,7.0,6.8,0,1,0,0
Devious Maids,2013,7.0,7.8,0,1,0,0
Digimon Tamers,2001,7.0,7.7,0,1,0,0
Drunk History,2013,16.0,7.8,0,1,0,0
The Penguins of Madagascar,2009,7.0,7.6,0,1,0,0
The Purge,2018,18.0,6.4,0,1,0,0
Survivorman,2004,7.0,8.2,0,1,1,0
Higurashi When They Cry,2006,18.0,8.0,0,1,0,0
Melissa & Joey,2010,7.0,7.0,0,1,0,0
River Monsters,2009,7.0,8.2,0,1,1,0
General Hospital,1963,7.0,6.5,0,1,0,0
Scott & Bailey,2011,7.0,7.9,0,1,0,0
Upstairs Downstairs,2010,7.0,7.4,0,1,0,0
Difficult People,2015,18.0,7.0,0,1,0,0
Apple Tree Yard,2017,18.0,7.1,0,1,0,0
Man vs. Wild,2006,7.0,8.1,0,1,1,0
Good Trouble,2019,16.0,7.4,0,1,0,0
Mr. Pickles,2014,18.0,7.3,0,1,0,0
Log Horizon,2013,16.0,7.7,0,1,0,0
DCI Banks,2011,18.0,7.6,0,1,1,0
The Fades,2011,18.0,7.8,0,1,0,0
The Firm,2012,16.0,7.0,0,1,0,0
Fruits Basket,2019,7.0,8.3,0,1,0,0
Adam-12,1968,7.0,7.5,0,1,0,0
Kenichi The Mightiest Disciple,2006,16.0,8.2,0,1,1,0
The Joy of Painting,1983,0.0,9.4,0,1,1,0
Gold Rush,2011,7.0,7.3,0,1,0,0
Lupin the Third,1971,16.0,7.9,0,1,0,0
McLeod's Daughters,2001,16.0,7.2,0,1,1,0
Hill Street Blues,1981,16.0,8.1,0,1,0,0
Brickleberry,2012,18.0,7.4,0,1,0,0
The Tonight Show Starring Jimmy Fallon,2014,16.0,7.3,0,1,0,0
Jeopardy!,1964,0.0,8.2,0,1,0,0
Family Matters,1989,0.0,6.5,0,1,0,0
Foster's Home for Imaginary Friends,2004,7.0,7.6,0,1,0,0
National Treasure,2016,16.0,7.4,0,1,0,0
Kojak,1973,16.0,7.1,0,1,0,0
Time After Time,2017,16.0,6.7,0,1,0,0
Star,2016,16.0,6.6,0,1,0,0
The Marvelous Misadventures of Flapjack,2008,7.0,7.8,0,1,0,0
Expedition Unknown,2015,7.0,8.2,0,1,0,0
I'm Dying Up Here,2017,18.0,7.4,0,1,0,0
Fixer Upper,2013,0.0,8.3,0,1,0,0
The Familiar of Zero,2006,16.0,7.1,0,1,0,0
The Voice,2011,7.0,6.5,0,1,0,0
Wings,1990,7.0,7.2,0,1,0,0
The Cool Kids,2018,16.0,7.0,0,1,0,0
The Pink Panther Show,1964,0.0,7.6,0,1,1,0
The Guardian,2001,7.0,7.4,0,1,1,0
The Conners,2018,7.0,5.3,0,1,0,0
Garfield and Friends,1988,7.0,7.3,0,1,0,0
New Tricks,2003,16.0,7.8,0,1,0,0
Wolfblood,2013,7.0,7.7,0,1,1,0
Fast N' Loud,2012,16.0,7.5,0,1,0,0
A.N.T. Farm,2011,0.0,5.0,0,1,0,0
Shiki,2010,18.0,7.7,0,1,0,0
Real Humans,2012,16.0,7.9,0,1,0,0
What's Wrong with Secretary Kim,2018,0.0,8.1,0,1,0,0
Land of Honor,2014,16.0,7.9,0,1,0,0
Banished,2015,18.0,7.4,0,1,0,0
Samantha Who?,2007,7.0,7.3,0,1,0,0
The Powerpuff Girls,1998,7.0,7.2,0,1,0,0
Being Erica,2009,16.0,7.5,0,1,1,0
Dark Shadows,1966,7.0,7.5,0,1,1,0
"Diners, Drive-Ins and Dives",2007,0.0,7.3,0,1,0,0
Shots Fired,2017,16.0,6.4,0,1,0,0
Second Chance,2016,16.0,7.5,0,1,0,0
K.C. Undercover,2015,0.0,6.1,0,1,0,1
Doug,1991,0.0,7.4,0,1,0,1
Detroit 1-8-7,2010,16.0,7.6,0,1,0,0
The Carmichael Show,2015,7.0,7.6,0,1,0,0
Spy,2011,7.0,7.9,0,1,0,0
24: Legacy,2017,16.0,6.2,0,1,0,0
Ranma ½,1989,16.0,7.9,0,1,0,0
Medium,2005,16.0,6.9,0,1,1,0
World of Dance,2017,7.0,7.0,0,1,0,0
Coronation Street,1960,7.0,5.5,0,1,0,0
How It's Made,2001,0.0,7.8,0,1,0,0
Life Below Zero,2013,7.0,8.0,0,1,0,1
T@gged,2016,16.0,7.3,0,1,0,0
The Bob Newhart Show,1972,0.0,8.1,0,1,0,0
The PJs,1999,16.0,6.6,0,1,0,0
Moone Boy,2012,16.0,8.1,0,1,0,0
Ghosted,2017,7.0,6.2,0,1,0,0
The Mary Tyler Moore Show,1970,7.0,8.1,0,1,0,0
Unsolved Mysteries,1987,7.0,8.3,0,1,1,0
The Practice,1997,16.0,7.7,0,1,0,0
The Secret Life of the American Teenager,2008,16.0,4.9,0,1,0,0
Married at First Sight,2014,16.0,6.3,0,1,1,0
American Ninja Warrior,2009,7.0,6.8,0,1,0,0
House Hunters,1999,0.0,8.2,0,1,0,0
Little Britain,2003,18.0,7.6,0,1,0,0
American Pickers,2010,7.0,7.0,0,1,0,0
Sailor Moon Crystal,2014,16.0,7.9,0,1,0,0
Chowder,2007,7.0,7.3,0,1,0,0
mixed-ish,2019,7.0,6.2,0,1,0,0
Thief,2006,18.0,7.5,0,1,0,0
Nightwatch,2015,16.0,8.9,0,1,0,0
Dirty Sexy Money,2007,16.0,7.2,0,1,0,0
Big Time Rush,2009,0.0,6.2,0,1,1,0
Snow White with the Red Hair,2015,16.0,7.8,0,1,0,0
The Three Stooges,1934,0.0,8.6,0,1,0,0
RuPaul's Drag Race: Untucked,2010,16.0,7.9,0,1,0,0
The Lord of the Skies,2013,16.0,6.8,0,1,0,0
Deputy,2020,16.0,6.1,0,1,0,0
Eli Stone,2008,7.0,7.6,0,1,0,0
Penn & Teller: Bullshit!,2003,18.0,8.2,0,1,0,0
Shark,2006,16.0,7.1,0,1,0,0
Mistresses,2013,16.0,7.1,0,1,0,0
Murder in the First,2014,18.0,7.2,0,1,0,0
Shut Eye,2016,18.0,7.4,0,1,0,0
Chopped,2009,0.0,7.5,0,1,0,0
Teen Titans Go!,2013,7.0,5.2,0,1,0,0
Running Wild with Bear Grylls,2014,7.0,7.7,0,1,0,1
The Thundermans,2013,0.0,5.7,0,1,0,0
Horrible Histories,2009,7.0,8.8,0,1,1,0
Space Dandy,2014,16.0,8.1,0,1,0,0
Fosse/Verdon,2019,18.0,7.9,0,1,0,0
The Adventures of Jimmy Neutron: Boy Genius,2002,0.0,6.7,0,1,0,0
Kimi ni Todoke: From Me to You,2009,7.0,7.8,0,1,0,0
Diff'rent Strokes,1978,0.0,6.6,0,1,0,0
Full Metal Panic!,2002,16.0,7.6,0,1,0,0
Dance Moms,2011,7.0,4.6,0,1,0,0
The Rifleman,1958,7.0,8.3,0,1,1,0
Light as a Feather,2018,16.0,6.6,0,1,0,0
The Greatest American Hero,1981,7.0,7.3,0,1,1,0
Speechless,2016,7.0,7.6,0,1,0,0
St. Elsewhere,1982,7.0,7.8,0,1,0,0
Travel Man: 48 Hours in...,2015,7.0,8.3,0,1,0,0
The Incredible Dr. Pol,2011,7.0,8.6,0,1,0,1
Street Outlaws,2013,7.0,6.7,0,1,0,0
Stan Against Evil,2016,18.0,7.3,0,1,0,0
The Dead Files,2011,7.0,6.8,0,1,0,0
Bluestone 42,2013,16.0,8.0,0,1,0,0
Persona 4 The Animation,2011,7.0,7.6,0,1,0,0
American Idol,2002,7.0,4.1,0,1,0,0
Look Around You,2002,7.0,8.4,0,1,0,0
D.Gray-man,2006,16.0,7.7,0,1,0,0
Braquo,2009,7.0,8.0,0,1,0,0
Jeremiah,2002,18.0,7.0,0,1,1,0
Spice and Wolf,2008,16.0,8.0,0,1,0,0
X Company,2015,16.0,7.7,0,1,0,0
Almost Family,2019,16.0,6.3,0,1,0,0
Bakuman,2010,16.0,8.0,0,1,0,0
Fruits Basket,2001,7.0,7.9,0,1,0,0
Dharma & Greg,1997,16.0,6.3,0,1,0,0
Blood Blockade Battlefront,2015,18.0,7.2,0,1,0,0
Man v. Food,2008,0.0,7.3,0,1,0,0
Storage Wars,2010,7.0,6.4,0,1,1,0
World Trigger,2014,16.0,7.5,0,1,0,0
Reba,2001,7.0,6.5,0,1,0,0
Haven't You Heard? I'm Sakamoto,2016,16.0,7.2,0,1,0,0
SHIMONETA: A Boring World Where the Concept of Dirty Jokes Doesn't Exist,2015,18.0,7.1,0,1,0,0
Beyond Scared Straight,2011,18.0,7.3,0,1,0,0
The Fall Guy,1981,7.0,7.1,0,1,0,0
Toriko,2011,7.0,7.3,0,1,0,0
How Not to Summon a Demon Lord,2018,18.0,7.0,0,1,0,0
Gordon Ramsay's 24 Hours to Hell and Back,2018,16.0,7.3,0,1,0,0
Lip Service,2010,18.0,7.4,0,1,0,0
Find Me in Paris,2018,0.0,7.3,0,1,0,0
Rev.,2010,16.0,7.9,0,1,0,0
Rosario + Vampire,2008,18.0,7.0,0,1,0,0
The Riches,2007,18.0,7.8,0,1,0,0
The Beverly Hillbillies,1962,0.0,7.1,0,1,0,0
Zac & Mia,2017,16.0,8.1,0,1,0,0
Step by Step,1991,0.0,6.5,0,1,0,0
Outnumbered,2007,7.0,8.0,0,1,0,0
Dimension 404,2017,7.0,6.6,0,1,0,0
Laverne & Shirley,1976,0.0,6.9,0,1,0,0
The Most Dangerous Animal of All,2020,16.0,6.2,0,1,0,0
The Kennedys,2011,18.0,7.6,0,1,0,0
Him & Her,2010,16.0,7.8,0,1,0,0
Alone Together,2018,16.0,6.3,0,1,0,0
Love Stage!!,2014,18.0,7.3,0,1,0,0
Burden of Truth,2018,16.0,7.2,0,1,0,0
Tiny Toon Adventures,1990,0.0,7.5,0,1,0,0
Inside Amy Schumer,2013,18.0,6.0,0,1,0,0
WWE NXT,2010,7.0,7.7,0,1,0,0
Your Pretty Face Is Going to Hell,2013,18.0,7.7,0,1,0,0
The Incredible Hulk,1978,7.0,7.0,0,1,0,0
The Biggest Loser,2004,7.0,5.4,0,1,0,0
Dice,2016,18.0,7.4,0,1,0,0
Yona of the Dawn,2014,16.0,8.1,0,1,0,0
Duncanville,2020,16.0,5.6,0,1,0,0
Bluff City Law,2019,16.0,6.8,0,1,0,0
MEGALOBOX,2018,16.0,7.8,0,1,0,0
Rosewood,2015,16.0,6.7,0,1,0,0
Hellsing,2001,16.0,7.9,0,1,0,0
Infinite Stratos,2011,18.0,6.7,0,1,0,0
Plastic Memories,2015,16.0,7.3,0,1,0,0
Midnattssol,2016,7.0,7.5,0,1,0,0
Intruders,2014,16.0,6.7,0,1,0,0
Bad Banks,2018,7.0,8.0,0,1,0,0
WWE Friday Night SmackDown,1999,7.0,7.3,0,1,0,0
Melrose Place,1992,16.0,5.8,0,1,1,0
To Love-Ru,2008,18.0,6.9,0,1,0,0
Locked Up Abroad,2006,16.0,8.2,0,1,1,0
Wiseguy,1987,7.0,7.8,0,1,0,0
Graves,2016,18.0,6.5,0,1,0,0
Popeye the Sailor,1960,0.0,7.1,0,1,0,0
Perfect Harmony,2019,7.0,6.6,0,1,0,0
Hillary,2020,18.0,5.9,0,1,0,0
Mountain Men,2012,7.0,7.3,0,1,0,0
Baywatch,1989,7.0,5.3,0,1,1,0
MasterChef Junior,2013,0.0,6.7,0,1,0,0
Property Brothers,2011,0.0,7.2,0,1,0,0
The Odd Couple,2015,7.0,6.4,0,1,0,0
Guilty Crown,2011,16.0,7.1,0,1,0,0
A Certain Scientific Railgun,2009,16.0,7.5,0,1,0,0
Mister Ed,1961,0.0,7.0,0,1,0,0
Sonic Boom,2014,7.0,7.0,0,1,0,0
Cardfight!! Vanguard,2011,16.0,7.2,0,1,1,0
The Bastard Executioner,2015,18.0,6.2,0,1,0,0
Clarence,2014,7.0,6.5,0,1,0,0
Utopia Falls,2020,7.0,4.9,0,1,0,0
Dual Survival,2010,16.0,7.5,0,1,0,0
Alias Smith and Jones,1971,7.0,7.6,0,1,0,0
House Hunters International,2006,0.0,7.0,0,1,0,0
Danganronpa: The Animation,2013,18.0,6.9,0,1,0,0
Naked and Afraid XL,2015,16.0,7.3,0,1,0,0
Ben 10: Omniverse,2012,7.0,5.7,0,1,0,0
The Qwaser of Stigmata,2010,18.0,5.5,0,1,0,0
Haganai: I Don't Have Many Friends,2011,18.0,7.2,0,1,0,0
American Gladiators,1989,7.0,6.5,0,1,0,0
OK K.O.! Let's Be Heroes,2017,7.0,7.1,0,1,0,0
The Real Housewives of Beverly Hills,2010,16.0,4.8,0,1,0,0
Silk Stalkings,1991,16.0,6.5,0,1,0,0
Packed to the Rafters,2008,18.0,7.4,0,1,0,0
Damien,2016,16.0,6.9,0,1,0,0
Taggart,1983,18.0,7.2,0,1,0,0
The Asterisk War,2015,16.0,6.8,0,1,0,0
Hard Sun,2018,18.0,6.6,0,1,0,0
Justice League Action,2016,7.0,7.7,0,1,0,0
Some Girls,2012,16.0,7.6,0,1,0,0
Perfect Strangers,1986,7.0,7.2,0,1,0,0
Lost in Space,1965,0.0,7.2,0,1,0,0
The Game,2006,16.0,6.7,0,1,0,0
America's Got Talent,2006,7.0,5.8,0,1,0,0
Ironside,1967,7.0,6.9,0,1,0,0
Deadbeat,2014,16.0,7.5,0,1,0,0
Cutthroat Kitchen,2013,0.0,7.2,0,1,0,0
The Fruit of Grisaia,2014,18.0,7.1,0,1,0,0
Whose Line Is It Anyway? (UK),1988,7.0,8.2,0,1,1,0
Chivalry of a Failed Knight,2015,18.0,7.4,0,1,0,0
Alaska: The Last Frontier,2011,16.0,7.7,0,1,0,0
Married,2014,18.0,7.0,0,1,0,0
Every Witch Way,2014,7.0,5.0,0,1,0,0
Living Single,1993,7.0,7.3,0,1,0,0
Clannad After Story,2009,7.0,8.6,0,1,0,0
Grimgar of Fantasy and Ash,2016,16.0,7.5,0,1,0,0
Deadly Women,2005,16.0,8.0,0,1,1,0
Fear Factor,2001,7.0,5.6,0,1,0,0
My Life as a Teenage Robot,2003,0.0,7.0,0,1,0,0
Vanderpump Rules,2013,16.0,5.4,0,1,0,0
The Last Alaskans,2015,18.0,8.5,0,1,0,0
D.Gray-man Hallow,2016,16.0,7.7,0,1,0,0
My 600-lb Life,2012,16.0,6.6,0,1,0,0
WATAMOTE,2013,16.0,7.3,0,1,0,0
My Love Story!!,2015,7.0,7.8,0,1,0,0
Love Island Australia,2018,18.0,5.4,0,1,0,0
"Doogie Howser, M.D.",1989,7.0,6.5,0,1,0,0
grown-ish,2018,16.0,6.4,0,1,0,0
Devil May Cry,2007,18.0,7.1,0,1,0,0
All Saints,1998,16.0,7.0,0,1,0,0
Bring It!,2014,7.0,6.6,0,1,1,0
Maken-Ki! Battling Venus,2011,18.0,6.2,0,1,0,0
Designing Women,1986,7.0,7.0,0,1,0,0
Kämpfer,2009,18.0,6.2,0,1,0,0
Hunter,1984,7.0,6.8,0,1,0,0
Worst Cooks in America,2010,0.0,6.4,0,1,0,0
Barbarians Rising,2016,18.0,7.8,0,1,0,0
Cake Boss,2009,7.0,6.6,0,1,0,0
Bering Sea Gold,2012,0.0,6.6,0,1,0,0
The Real Housewives of New York City,2008,16.0,4.3,0,1,0,0
Aesthetica of a Rogue Hero,2012,18.0,7.2,0,1,0,0
Mysteries at the Museum,2010,7.0,8.1,0,1,0,0
Blood Lad,2013,16.0,7.1,0,1,0,0
7th Heaven,1996,7.0,5.2,0,1,1,0
Voyage to the Bottom of the Sea,1964,7.0,7.2,0,1,0,0
Reef Break,2019,7.0,5.9,0,1,0,0
Primeval: New World,2012,16.0,6.5,0,1,0,0
Pramface,2012,16.0,7.6,0,1,0,0
Classroom of the Elite,2017,16.0,7.4,0,1,0,0
The Slap,2015,16.0,7.6,0,1,1,0
The Moodys,2019,16.0,6.6,0,1,0,0
Dietland,2018,16.0,6.4,0,1,0,0
Son of Zorn,2016,16.0,6.7,0,1,0,0
Devils Line,2018,18.0,6.8,0,1,0,0
Say Yes to the Dress,2007,7.0,5.6,0,1,1,0
Father Knows Best,1954,0.0,7.4,0,1,1,0
Beyond the Boundary,2013,16.0,7.3,0,1,0,0
Hollywood Game Night,2013,7.0,7.3,0,1,0,0
Dog with a Blog,2012,0.0,4.8,0,1,0,0
Disappeared,2010,16.0,8.0,0,1,0,0
Date a Live,2013,18.0,7.0,0,1,0,0
Total Divas,2013,16.0,6.5,0,1,0,0
Golden Time,2013,16.0,7.5,0,1,0,0
Bloom,2019,18.0,6.6,0,1,0,0
Hunter Street,2017,0.0,6.8,0,1,0,0
90 Day Fiancé: Happily Ever After?,2016,16.0,6.3,0,1,0,0
Outmatched,2020,7.0,5.6,0,1,0,0
Kingdom,2012,16.0,8.0,0,1,0,0
Wise Man’s Grandchild,2019,16.0,6.7,0,1,0,0
Blast of Tempest,2012,16.0,7.6,0,1,0,0
The Bachelorette,2003,16.0,3.4,0,1,0,0
Swamp People,2010,7.0,6.3,0,1,1,0
Undercover Boss,2010,7.0,5.8,0,1,0,0
Doc McStuffins,2012,0.0,6.7,0,1,0,1
Dante's Cove,2005,18.0,6.0,0,1,0,0
Axe Cop,2013,18.0,7.4,0,1,0,0
The Smile Has Left Your Eyes,2018,0.0,7.4,0,1,0,0
Pure,2017,16.0,7.0,0,1,0,0
Kono Oto Tomare!: Sounds of Life,2019,7.0,7.4,0,1,0,0
Sex&Drugs&Rock&Roll,2015,16.0,7.1,0,1,0,0
OutDaughtered,2016,7.0,7.0,0,1,0,0
Accel World,2012,16.0,7.2,0,1,0,0
Project Runway All Stars,2012,7.0,7.0,0,1,0,0
School Rumble,2004,7.0,7.8,0,1,0,0
The Hills,2006,7.0,3.5,0,1,1,0
Slayers,1995,7.0,7.5,0,1,0,0
Keeping Up with the Kardashians,2007,16.0,2.8,0,1,0,0
Restaurant: Impossible,2011,0.0,6.8,0,1,0,0
Love It or List It,2008,0.0,6.3,0,1,0,0
East Los High,2013,16.0,7.0,0,1,0,0
Maison Close,2010,18.0,6.7,0,1,0,0
Total Bellas,2016,16.0,5.8,0,1,0,0
"Say ""I love you.""",2012,16.0,7.4,0,1,0,0
Dr. Pimple Popper,2018,16.0,6.6,0,1,0,0
"Good Morning, Miss Bliss",1988,0.0,6.8,0,1,0,0
Bachelor in Paradise,2014,16.0,5.2,0,1,0,0
Three Sheets,2006,18.0,8.2,0,1,0,0
Paradox,2009,16.0,7.1,0,1,1,0
Guy's Grocery Games,2013,0.0,6.5,0,1,0,0
Oreimo,2010,16.0,6.5,0,1,0,0
The Lowe Files,2017,7.0,6.7,0,1,1,0
Freakish,2016,16.0,6.4,0,1,0,0
The Next Step,2013,0.0,6.0,0,1,0,0
The Driver,2014,16.0,7.0,0,1,0,0
The Real Housewives of New Jersey,2009,16.0,4.0,0,1,0,0
Good Eats: Reloaded,2018,0.0,8.8,0,1,0,0
The Electric Company,1971,0.0,8.1,0,1,1,0
Tanked,2011,7.0,6.6,0,1,0,0
A Crime to Remember,2013,16.0,8.3,0,1,0,0
Air Gear,2006,18.0,7.2,0,1,0,0
Toilet-Bound Hanako-kun,2020,16.0,7.5,0,1,0,0
The Only Way Is Essex,2010,18.0,3.1,0,1,0,0
Curious George,2006,0.0,7.1,0,1,0,0
Council of Dads,2020,7.0,6.2,0,1,0,0
The Real Housewives of Atlanta,2008,16.0,4.3,0,1,0,0
Iron Chef America,2005,0.0,7.1,0,1,0,0
Black Bullet,2014,18.0,7.0,0,1,0,0
Mayo Chiki!,2011,18.0,7.1,0,1,0,0
Himouto! Umaru-chan,2015,16.0,7.0,0,1,1,0
"BOFURI: I Don’t Want to Get Hurt, so I’ll Max Out My Defense.",2020,16.0,7.3,0,1,0,0
Elena's Ghost,2015,16.0,7.6,0,1,0,0
Heathcliff,1984,7.0,6.6,0,1,0,0
Criminal Minds: Suspect Behavior,2011,16.0,6.3,0,1,1,0
Agent X,2015,16.0,6.2,0,1,0,0
An American Murder Mystery: The Staircase,2018,16.0,7.5,0,1,0,0
McHale's Navy,1962,0.0,7.4,0,1,0,0
Unexpected,2017,16.0,5.8,0,1,0,0
Astro Boy,1980,0.0,7.3,0,1,1,0
Lincoln Heights,2007,7.0,7.7,0,1,0,0
ID: INVADED,2020,18.0,7.7,0,1,0,0
Black Jesus,2014,18.0,6.9,0,1,0,0
Melrose Place,2009,16.0,6.0,0,1,0,0
Is This a Zombie?,2011,16.0,7.1,0,1,0,0
The Comedians,2015,18.0,6.7,0,1,0,0
Celebrity Family Feud,2008,7.0,6.1,0,1,0,0
"I Love You, America",2017,18.0,5.7,0,1,0,0
Dragnet,1967,7.0,7.5,0,1,0,0
Wolf Girl & Black Prince,2014,16.0,7.1,0,1,0,0
Jumanji,1996,7.0,6.4,0,1,0,0
Hikaru no Go,2001,0.0,8.3,0,1,0,0
Tim and Eric's Bedtime Stories,2014,18.0,7.9,0,1,0,0
Amagami SS,2010,7.0,6.8,0,1,0,0
Top Gear,2010,7.0,5.3,0,1,0,0
