Title,Year,Target Age >,IMDb,Netflix,Hulu,Prime Video,Disney+
Wishenpoof!,2015,0.0,4.5,0,0,1,0
Deadliest Journeys,2010,7.0,7.9,0,0,1,0
NOVA Wonders,2018,0.0,7.4,0,0,1,0
Bake with Anna Olson,2012,0.0,7.0,0,0,1,0
Great Estates Scotland,2014,0.0,7.4,0,0,1,0
Nerve Center,2018,7.0,6.5,0,0,1,0
Jungle Beat,2014,0.0,7.3,0,0,1,0
Superships,2001,0.0,8.4,0,0,1,0
Mofy,2013,0.0,7.0,0,0,1,0
The Worst Thing I Ever Did,2014,16.0,5.4,0,0,1,0
The Suspects: True Australian Thrillers,2010,16.0,7.9,0,0,1,0
Little Princess,2007,0.0,5.7,0,0,1,0
The Underdogs,2010,0.0,7.3,0,0,1,0
MegaWorld,2008,0.0,6.5,0,0,1,0
Bookaboo,2016,0.0,7.8,0,0,1,0
American Muscle Car,1998,0.0,6.8,0,0,1,0
Ghost Dimension,2016,7.0,6.2,0,0,1,0
The Mandalorian,2019,7.0,8.7,0,0,0,1
Star Wars: The Clone Wars,2008,7.0,8.2,0,0,0,1
Marvel's Agent Carter,2015,7.0,7.9,0,0,0,1
Star Wars Rebels,2014,7.0,8.0,0,0,0,1
DuckTales,2017,7.0,8.2,0,0,0,1
X-Men,1992,7.0,8.4,0,0,0,1
One Strange Rock,2018,0.0,8.8,0,0,0,1
Spider-Man,1994,0.0,8.3,0,0,0,1
High School Musical: The Musical: The Series,2019,7.0,7.3,0,0,0,1
Boy Meets World,1993,0.0,8.1,0,0,0,1
The Imagineering Story,2019,7.0,9.1,0,0,0,1
Phineas and Ferb,2007,0.0,7.9,0,0,0,1
DuckTales,1987,7.0,8.1,0,0,0,1
Wizards of Waverly Place,2007,0.0,6.8,0,0,0,1
Lizzie McGuire,2001,0.0,6.6,0,0,0,1
Kim Possible,2002,7.0,7.2,0,0,0,1
Recess,1997,7.0,7.8,0,0,0,1
Wolverine and the X-Men,2008,7.0,8.0,0,0,0,1
That's So Raven,2003,0.0,6.5,0,0,0,1
The Avengers: Earth's Mightiest Heroes,2010,7.0,8.3,0,0,0,1
The World According to Jeff Goldblum,2019,7.0,7.9,0,0,0,1
Gargoyles,1994,7.0,8.1,0,0,0,1
Chip 'n' Dale Rescue Rangers,1989,0.0,7.6,0,0,0,1
The Suite Life of Zack & Cody,2005,0.0,6.5,0,0,0,1
Girl Meets World,2014,0.0,7.2,0,0,0,1
Darkwing Duck,1991,7.0,7.6,0,0,0,1
Marvel's Ultimate Spider-Man,2012,7.0,7.1,0,0,0,1
Disney Gallery / Star Wars: The Mandalorian,2020,7.0,8.5,0,0,0,1
TRON: Uprising,2012,7.0,8.2,0,0,0,1
The Suite Life on Deck,2008,0.0,6.3,0,0,0,1
TaleSpin,1990,0.0,7.6,0,0,0,1
The Muppets,2015,7.0,7.4,0,0,0,1
Disney's Adventures of the Gummi Bears,1985,0.0,7.5,0,0,0,1
Rapunzel's Tangled Adventure,2017,0.0,7.6,0,0,0,1
Mickey Mouse Clubhouse,2006,0.0,5.7,0,0,0,1
Hannah Montana,2006,0.0,5.0,0,0,0,1
Kickin' It,2011,0.0,6.3,0,0,0,1
Violetta,2012,0.0,5.2,0,0,0,1
Marvel's Avengers Assemble,2013,7.0,7.0,0,0,0,1
Even Stevens,2000,0.0,7.6,0,0,0,1
Austin & Ally,2011,0.0,5.9,0,0,0,1
Star Wars Resistance,2018,7.0,4.9,0,0,0,1
Prop Culture,2020,7.0,8.6,0,0,0,1
Andi Mack,2017,0.0,7.2,0,0,0,1
Sonny with a Chance,2009,0.0,6.1,0,0,0,1
The New Adventures of Winnie the Pooh,1988,0.0,7.6,0,0,0,1
Dog Whisperer,2004,0.0,8.0,0,0,0,1
Little Einsteins,2005,0.0,6.2,0,0,0,1
Raven's Home,2017,0.0,7.4,0,0,0,1
Marvel's Inhumans,2017,7.0,5.0,0,0,0,1
Marvel's Spider-Man,2017,7.0,6.1,0,0,0,1
So Weird,1999,7.0,8.5,0,0,0,1
Diary of a Future President,2020,7.0,5.5,0,0,0,1
Timon & Pumbaa,1995,0.0,7.1,0,0,0,1
Milo Murphy's Law,2016,0.0,7.5,0,0,0,1
Shake It Up,2010,0.0,4.8,0,0,0,1
Marvel's Guardians of the Galaxy,2015,7.0,7.4,0,0,0,1
Lilo & Stitch: The Series,2003,0.0,6.8,0,0,0,1
Hercules,1998,0.0,6.6,0,0,0,1
Wicked Tuna,2012,16.0,6.6,0,0,0,1
Encore!,2019,7.0,7.4,0,0,0,1
Big City Greens,2018,7.0,6.7,0,0,0,1
Phil of the Future,2004,0.0,7.0,0,0,0,1
The Proud Family,2001,0.0,6.4,0,0,0,1
Elena of Avalor,2016,0.0,6.4,0,0,0,1
Spider-Man Unlimited,1999,7.0,6.5,0,0,0,1
Amphibia,2019,7.0,7.9,0,0,0,1
Iron Man: Armored Adventures,2009,7.0,6.5,0,0,0,1
Dr. K's Exotic Animal ER,2014,7.0,7.9,0,0,0,1
Spider-Man and His Amazing Friends,1981,7.0,7.2,0,0,0,1
Big Hero 6 The Series,2017,7.0,7.1,0,0,0,1
Goof Troop,1992,0.0,6.8,0,0,0,1
Sydney to the Max,2019,0.0,6.1,0,0,0,1
The Super Hero Squad Show,2009,7.0,6.1,0,0,0,1
Puppy Dog Pals,2017,0.0,7.0,0,0,0,1
The Incredible Hulk,1996,7.0,6.8,0,0,0,1
One Day at Disney,2019,0.0,7.4,0,0,0,1
Quack Pack,1996,7.0,6.8,0,0,0,1
I Didn't Do It,2014,0.0,6.0,0,0,0,1
The Emperor's New School,2006,0.0,6.6,0,0,0,1
Coop & Cami Ask The World,2018,0.0,5.8,0,0,0,1
Stuck in the Middle,2016,0.0,5.9,0,0,0,1
Bonkers,1993,0.0,6.8,0,0,0,1
Fantastic Four: World's Greatest Heroes,2006,7.0,6.8,0,0,0,1
Randy Cunningham: 9th Grade Ninja,2012,7.0,6.6,0,0,0,1
Fantastic Four,1994,7.0,6.5,0,0,0,1
Silver Surfer,1998,7.0,7.1,0,0,0,1
My Friends Tigger & Pooh,2007,0.0,5.8,0,0,0,1
Imagination Movers,2008,0.0,7.0,0,0,0,1
Out of the Box,1998,0.0,7.5,0,0,0,1
Vampirina,2017,0.0,6.8,0,0,0,1
The Lion Guard,2016,0.0,6.5,0,0,0,1
"Dr. Oakley, Yukon Vet",2014,0.0,8.1,0,0,0,1
Marvel’s Hulk and the Agents of S.M.A.S.H,2013,7.0,6.1,0,0,0,1
Crash & Bernstein,2012,0.0,4.8,0,0,0,1
Jake and the Never Land Pirates,2011,0.0,5.6,0,0,0,1
Lab Rats: Elite Force,2016,7.0,6.5,0,0,0,1
Iron Man,1994,7.0,6.7,0,0,0,1
Mighty Ducks: The Animated Series,1996,7.0,6.4,0,0,0,1
Fish Hooks,2010,0.0,4.6,0,0,0,1
Evermoor,2014,0.0,6.0,0,0,0,1
Lego Star Wars: Droid Tales,2015,7.0,7.5,0,0,0,1
The Replacements,2006,7.0,5.8,0,0,0,1
Pick of the Litter,2019,7.0,8.2,0,0,0,1
Muppet Babies,2018,0.0,7.0,0,0,0,1
Fancy Nancy,2018,0.0,5.2,0,0,0,1
Mickey and the Roadster Racers,2017,0.0,6.2,0,0,0,1
It's A Dog's Life,2020,7.0,5.2,0,0,0,1
Pixar in Real Life,2019,0.0,6.5,0,0,0,1
Legend of the Three Caballeros,2018,0.0,7.9,0,0,0,1
Marvel's Hero Project,2019,7.0,6.1,0,0,0,1
Be our Chef,2020,0.0,6.9,0,0,0,1
Shop Class,2020,0.0,7.2,0,0,0,1
Spin and Marty,1955,0.0,8.2,0,0,0,1
Great Migrations,2010,0.0,8.1,0,0,0,1
Year Million,2017,16.0,7.5,0,0,0,1
Bizaardvark,2016,0.0,3.5,0,0,0,1
The Avengers: United They Stand,1999,7.0,5.5,0,0,0,1
Spider-Woman,1979,0.0,5.7,0,0,0,1
America's National Parks,2015,0.0,7.9,0,0,0,1
Kirby Buckets,2014,7.0,4.6,0,0,0,1
LEGO Star Wars: All-Stars,2018,7.0,6.6,0,0,0,1
Fast Layne,2019,0.0,5.4,0,0,0,1
Teacher's Pet,2000,0.0,6.4,0,0,0,1
Marvel Super Hero Adventures,2017,0.0,6.2,0,0,0,1
Birth of Europe,2012,0.0,7.1,0,0,0,1
Billy Dilley's Super-Duper Subterranean Summer,2017,7.0,4.6,0,0,0,1
Disney Junior Music Nursery Rhymes,2017,0.0,6.6,0,0,0,1
